Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
167663,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2011,12-01-2010,17.69
667735,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2020,01-01-2020,13.04
643659,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2018-19,12-01-2018,17.83
167547,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2009,12-01-2008,20.37
167665,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2011,12-01-2010,19.38
165834,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2009-10,12-01-2009,24.12
605361,386,Ozone (O3),Mean,ppb,CD,413,Queens Village (CD13),Summer 2018,06-01-2018,31.94
667737,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2020,06-01-2020,8.38
165836,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2009-10,12-01-2009,25.71
165954,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2011-12,12-01-2011,19.89
874838,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2022-23,12-01-2022,6.099401253
168677,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2012-13,12-01-2012,10.25
170270,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2010,12-01-2009,9.8
174209,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Annual Average 2011,12-01-2010,9.42
874538,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Summer 2023,06-01-2023,8.314094524
649691,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2019,06-01-2019,8.11
874331,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2022-23,12-01-2022,6.433502307
177339,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Winter 2012-13,12-01-2012,10.07
334049,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Summer 2015,06-01-2015,9.33
669741,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Winter 2019-20,12-01-2019,7.7
649952,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Summer 2019,06-01-2019,7.75
669860,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Winter 2019-20,12-01-2019,7.4
649904,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Summer 2019,06-01-2019,10.41
669597,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Winter 2019-20,12-01-2019,10.55
167556,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2009,12-01-2008,24.98
167674,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2011,12-01-2010,24.11
643608,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2018-19,12-01-2018,18.31
667537,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Annual Average 2020,01-01-2020,22.53
667813,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2020,01-01-2020,14.13
667635,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2020,06-01-2020,12.14
667539,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2020,06-01-2020,17.82
671100,386,Ozone (O3),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2020,06-01-2020,29.99
550140,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2016-17,12-01-2016,24.51
550138,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2017,06-01-2017,13.48
603081,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2018,06-01-2018,12.23
667815,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2020,06-01-2020,9.26
669902,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2019-20,12-01-2019,8.04
669810,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2019-20,12-01-2019,7.81
165933,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Winter 2011-12,12-01-2011,25.3
165815,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Winter 2009-10,12-01-2009,26.34
167617,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2010,12-01-2009,21.28
874462,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Annual Average 2023,01-01-2023,7.254343634
649685,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Summer 2019,06-01-2019,9.93
650054,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Summer 2019,06-01-2019,7.48
874854,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2023,01-01-2023,6.566531621
168683,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Winter 2012-13,12-01-2012,9.79
170276,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2010,12-01-2009,9.22
669962,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2019-20,12-01-2019,7.19
334343,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Summer 2015,06-01-2015,9.08
874850,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2022-23,12-01-2022,5.799884039
170258,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Annual Average 2010,12-01-2009,9.64
168665,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Winter 2012-13,12-01-2012,10.14
669914,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Winter 2019-20,12-01-2019,7.54
650000,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Summer 2019,06-01-2019,7.96
874884,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2023,01-01-2023,6.814022519
170256,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2010,12-01-2009,9.41
643710,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2018-19,12-01-2018,19.91
667837,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2020,01-01-2020,14.28
877251,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2023,06-01-2023,11.3212232
167680,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2011,12-01-2010,21.58
167562,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2009,12-01-2008,22.33
213453,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2014,06-01-2014,13.55
643704,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2018-19,12-01-2018,19.71
667825,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2020,01-01-2020,14.28
336880,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2015,01-01-2015,18.53
167662,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2011,12-01-2010,23.65
213435,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Summer 2014,06-01-2014,15.37
643656,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Winter 2018-19,12-01-2018,22.11
667729,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2020,01-01-2020,16.21
643614,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2018-19,12-01-2018,19.26
213433,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2014,06-01-2014,14.51
643650,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2018-19,12-01-2018,21.18
874818,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Annual Average 2023,01-01-2023,6.397138835
669887,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Winter 2019-20,12-01-2019,7.99
334190,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Summer 2015,06-01-2015,10.39
334123,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Annual Average 2015,01-01-2015,9.36
179514,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Winter 2012-13,12-01-2012,10.33
649649,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Summer 2019,06-01-2019,7.99
179649,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Annual Average 2010,12-01-2009,9.69
874370,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Winter 2022-23,12-01-2022,6.261810134
874589,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Summer 2023,06-01-2023,9.349912733
165990,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Winter 2012-13,12-01-2012,28.58
877265,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Annual Average 2023,01-01-2023,10.33265438
877267,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Winter 2022-23,12-01-2022,15.79876836
336857,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Summer 2015,06-01-2015,17.09
336854,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2015,06-01-2015,16.21
336728,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2015,06-01-2015,20.15
336596,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Summer 2015,06-01-2015,13.33
175452,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Winter 2012-13,12-01-2012,22.95
176586,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Annual Average 2010,12-01-2009,21.22
667268,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Winter 2019-20,12-01-2019,22.29
876964,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2022-23,12-01-2022,20.64938172
876962,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Annual Average 2023,01-01-2023,15.32807265
643421,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Summer 2019,06-01-2019,11.69
667262,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2019-20,12-01-2019,23.92
176585,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Annual Average 2010,12-01-2009,21.7
175451,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2012-13,12-01-2012,24.45
336593,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Summer 2015,06-01-2015,13.42
876902,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Annual Average 2023,01-01-2023,14.86254075
175442,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2012-13,12-01-2012,32.69
176576,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Annual Average 2010,12-01-2009,31.8
175441,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Winter 2012-13,12-01-2012,37.34
643361,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2019,06-01-2019,9.24
334081,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Annual Average 2015,01-01-2015,9.13
874416,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Summer 2023,06-01-2023,9.237951308
669712,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Annual Average 2020,01-01-2020,5.89
649679,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Summer 2019,06-01-2019,8.27
669822,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Winter 2019-20,12-01-2019,7.11
874410,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Summer 2023,06-01-2023,9.229392964
667856,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Winter 2019-20,12-01-2019,21.69
643718,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2019,06-01-2019,13.46
877259,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2023,01-01-2023,16.60612272
877261,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Winter 2022-23,12-01-2022,20.32132712
166031,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Winter 2012-13,12-01-2012,22.98
167624,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2010,12-01-2009,19.33
336890,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2015,06-01-2015,12.48
877262,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2023,01-01-2023,12.66148518
877264,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Winter 2022-23,12-01-2022,16.95162023
166032,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Winter 2012-13,12-01-2012,19.14
167625,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2010,12-01-2009,15.24
336893,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2015,06-01-2015,8.83
643721,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2019,06-01-2019,9.66
667862,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Winter 2019-20,12-01-2019,18.24
667526,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Winter 2019-20,12-01-2019,31.53
667088,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Winter 2019-20,12-01-2019,25.81
336572,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2015,06-01-2015,22.93
336569,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2015,06-01-2015,20.75
175453,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2012-13,12-01-2012,20.46
176587,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2010,12-01-2009,19.1
876968,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2023,01-01-2023,14.68926316
175429,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2012-13,12-01-2012,25.67
338208,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2015,06-01-2015,32.51
650959,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2019,06-01-2019,37.44
338209,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2015,06-01-2015,37.44
649797,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Winter 2018-19,12-01-2018,7.2
669706,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2020,01-01-2020,6
211966,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2014,06-01-2014,8.97
410871,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Summer 2016,06-01-2016,8.06
212435,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2014,06-01-2014,19.54
876960,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2023,06-01-2023,10.7039473
643419,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2018-19,12-01-2018,20.31
667195,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Annual Average 2020,01-01-2020,23.87
175450,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2012-13,12-01-2012,22.57
176584,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2010,12-01-2009,21.67
874835,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2022-23,12-01-2022,6.469220692
173167,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Winter 2010-11,12-01-2010,12.62
742359,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Annual Average 2021,01-01-2021,6.297910176
649820,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Summer 2019,06-01-2019,7.87
649859,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Summer 2019,06-01-2019,7.54
874447,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Annual Average 2023,01-01-2023,6.458741628
649763,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Summer 2019,06-01-2019,7.35
178464,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Annual Average 2010,12-01-2009,13.21
874355,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Winter 2022-23,12-01-2022,6.539495579
177308,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Winter 2012-13,12-01-2012,10.59
874814,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Winter 2022-23,12-01-2022,6.300029532
874812,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Annual Average 2023,01-01-2023,6.754091415
874601,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Annual Average 2023,01-01-2023,6.896787389
874603,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Winter 2022-23,12-01-2022,6.595338571
877140,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2023,06-01-2023,14.12317805
643689,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2018-19,12-01-2018,23.02
667795,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2020,01-01-2020,16.49
549450,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2017,06-01-2017,30.29
605335,386,Ozone (O3),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2018,06-01-2018,31.99
671119,386,Ozone (O3),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2020,06-01-2020,29.56
667797,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2020,06-01-2020,11.32
165844,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2009-10,12-01-2009,26.31
165962,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2011-12,12-01-2011,24.67
874565,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Summer 2023,06-01-2023,8.614064163
211983,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Summer 2014,06-01-2014,8.06
669834,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Winter 2019-20,12-01-2019,6.66
174187,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2011,12-01-2010,10.15
667561,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2020,01-01-2020,20.95
165833,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Winter 2009-10,12-01-2009,28.28
165951,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Winter 2011-12,12-01-2011,23.8
213612,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2014,12-01-2013,20.62
667731,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Summer 2020,06-01-2020,10.94
602997,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2018,06-01-2018,12.22
550062,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Winter 2016-17,12-01-2016,25.89
671094,386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2020,06-01-2020,29.45
549455,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2017,06-01-2017,31.69
213610,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2014,12-01-2013,19.63
667563,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2020,06-01-2020,16.39
669908,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2019-20,12-01-2019,7.84
649994,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2019,06-01-2019,7.94
177314,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Winter 2012-13,12-01-2012,11.63
874460,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Winter 2022-23,12-01-2022,6.882464971
643709,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2019,06-01-2019,13.28
667838,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2019-20,12-01-2019,22.29
877250,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2023,01-01-2023,15.38690275
166028,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2012-13,12-01-2012,23.12
167621,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2010,12-01-2009,21.28
643703,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2019,06-01-2019,11.1
667826,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2019-20,12-01-2019,23.38
336881,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2015,06-01-2015,13.39
338210,386,Ozone (O3),Mean,ppb,UHF42,501,Port Richmond,Summer 2015,06-01-2015,29.99
650960,386,Ozone (O3),Mean,ppb,UHF42,501,Port Richmond,Summer 2019,06-01-2019,27.27
167603,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2010,12-01-2009,23.77
643613,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2019,06-01-2019,12.27
167601,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2010,12-01-2009,22.43
651052,386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2019,06-01-2019,33.07
338300,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2015,06-01-2015,33.12
166024,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2012-13,12-01-2012,22.24
643601,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2019,06-01-2019,13.87
667634,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2019-20,12-01-2019,21.19
643559,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2019,06-01-2019,23.54
877234,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2022-23,12-01-2022,21.20605901
166022,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2012-13,12-01-2012,25
167615,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2010,12-01-2009,23.52
176591,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2010,12-01-2009,16
